TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
79,79,3,1,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
80,80,1,1,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
81,81,5,2,2,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
﻿TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,1,1,2,2.550000e+00,1.0,0.0,2.054032e-06,0.0072615193,4.024536,1.0,4.591665,0.567129,6.0,6.542044,7.575741,3.551205,7.576006,9.591464
2,2,8,3,2,1,2.550000e+00,1.0,1.0,--,--,9.605183,1.0,10.424767,0.8195838,5.0,12.12401,13.143248,3.5380657,13.143487,14.156805
3,3,1,1,1,2,1.700000e+00,1.0,2.0,--,--,14.168896,--,--,--,--,--,--,--,--,--
4,4,6,2,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
5,5,2,1,2,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
6,6,4,2,1,1,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
7,7,7,3,1,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
8,8,5,2,2,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
9,9,7,3,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
10,10,7,3,1,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
11,11,4,2,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
12,12,6,2,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
13,13,6,2,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
14,14,6,2,3,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
15,15,9,3,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
16,16,1,1,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
17,17,7,3,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
18,18,9,3,3,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
19,19,6,2,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
20,20,5,2,2,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
21,21,1,1,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
22,22,7,3,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
23,23,9,3,3,1,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
24,24,7,3,1,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
25,25,1,1,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
26,26,3,1,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
27,27,1,1,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
28,28,8,3,2,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
29,29,6,2,3,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
30,30,2,1,2,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
31,31,1,1,1,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
32,32,8,3,2,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
33,33,7,3,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
34,34,3,1,3,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
35,35,6,2,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
36,36,1,1,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
37,37,7,3,1,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
38,38,3,1,3,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
39,39,9,3,3,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
40,40,1,1,1,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
41,41,9,3,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
42,42,6,2,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
43,43,6,2,3,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
44,44,9,3,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
45,45,4,2,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
46,46,3,1,3,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
47,47,4,2,1,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
48,48,6,2,3,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
49,49,4,2,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
50,50,4,2,1,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
51,51,1,1,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
52,52,7,3,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
53,53,4,2,1,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
54,54,9,3,3,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
55,55,3,1,3,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
56,56,3,1,3,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
57,57,2,1,2,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
58,58,9,3,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
59,59,5,2,2,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
60,60,2,1,2,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
61,61,4,2,1,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
62,62,8,3,2,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
63,63,4,2,1,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
64,64,4,2,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
65,65,7,3,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
66,66,8,3,2,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
67,67,9,3,3,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
68,68,3,1,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
69,69,6,2,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
70,70,3,1,3,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
71,71,9,3,3,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
72,72,2,1,2,1,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
73,73,9,3,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
74,74,5,2,2,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
75,75,4,2,1,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
76,76,3,1,3,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
77,77,3,1,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
78,78,7,3,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
79,79,3,1,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
80,80,1,1,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
81,81,5,2,2,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
﻿TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,1,1,2,2.550000e+00,1.0,0.0,2.0919833e-06,0.010675036,4.0266914,1.0,4.531212,0.5045208,7.0,6.541927,7.596336,3.5696445,7.596619,9.6114435
2,2,8,3,2,1,2.550000e+00,1.0,1.0,--,--,9.624682,1.0,10.595092,0.97040933,5.0,12.142784,13.178667,3.553985,13.178904,14.194623
3,3,1,1,1,2,1.700000e+00,1.0,2.0,--,--,14.210438,--,--,--,--,--,--,--,--,--
4,4,6,2,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
5,5,2,1,2,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
6,6,4,2,1,1,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
7,7,7,3,1,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
8,8,5,2,2,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
9,9,7,3,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
10,10,7,3,1,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
11,11,4,2,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
12,12,6,2,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
13,13,6,2,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
14,14,6,2,3,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
15,15,9,3,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
16,16,1,1,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
17,17,7,3,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
18,18,9,3,3,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
19,19,6,2,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
20,20,5,2,2,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
21,21,1,1,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
22,22,7,3,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
23,23,9,3,3,1,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
24,24,7,3,1,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
25,25,1,1,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
26,26,3,1,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
27,27,1,1,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
28,28,8,3,2,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
29,29,6,2,3,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
30,30,2,1,2,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
31,31,1,1,1,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
32,32,8,3,2,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
33,33,7,3,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
34,34,3,1,3,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
35,35,6,2,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
36,36,1,1,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
37,37,7,3,1,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
38,38,3,1,3,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
39,39,9,3,3,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
40,40,1,1,1,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
41,41,9,3,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
42,42,6,2,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
43,43,6,2,3,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
44,44,9,3,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
45,45,4,2,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
46,46,3,1,3,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
47,47,4,2,1,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
48,48,6,2,3,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
49,49,4,2,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
50,50,4,2,1,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
51,51,1,1,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
52,52,7,3,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
53,53,4,2,1,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
54,54,9,3,3,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
55,55,3,1,3,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
56,56,3,1,3,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
57,57,2,1,2,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
58,58,9,3,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
59,59,5,2,2,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
60,60,2,1,2,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
61,61,4,2,1,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
62,62,8,3,2,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
63,63,4,2,1,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
64,64,4,2,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
65,65,7,3,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
66,66,8,3,2,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
67,67,9,3,3,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
68,68,3,1,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
69,69,6,2,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
70,70,3,1,3,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
71,71,9,3,3,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
72,72,2,1,2,1,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
73,73,9,3,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
74,74,5,2,2,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
75,75,4,2,1,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
76,76,3,1,3,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
77,77,3,1,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
78,78,7,3,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
79,79,3,1,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
80,80,1,1,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
81,81,5,2,2,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
﻿TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,1,1,2,2.550000e+00,1.0,0.0,4.0000305e-06,0.0016767001,4.0101,1.0,4.604878,0.5947783,8.0,6.5264688,7.5367336,3.5266337,7.536901,9.537096
2,2,8,3,2,1,2.550000e+00,1.0,1.0,--,--,9.546993,2.0,10.15409,0.6070971,5.0,12.063267,13.06979,3.522797,13.069937,14.070514
3,3,1,1,1,2,1.700000e+00,1.0,2.0,--,--,14.078328,1.0,14.770743,0.692415,6.0,16.59494,17.612616,3.5342872,17.612774,19.620283
4,4,6,2,3,2,8.500000e-01,1.0,3.0,--,--,19.670343,2.0,20.25403,0.583687,8.0,22.187513,23.193506,3.5231643,23.193647,25.203468
5,5,2,1,2,4,2.550000e+00,1.0,4.0,--,--,25.21054,2.0,25.787472,0.5769313,5.0,27.728132,28.731966,3.521425,28.732143,32.73668
6,6,4,2,1,1,2.550000e+00,1.0,5.0,--,--,32.776848,1.0,33.653896,0.877048,9.0,35.29285,36.29859,3.5217428,36.29876,37.30329
7,7,7,3,1,4,1.700000e+00,1.0,6.0,--,--,37.3112,2.0,38.4206,1.1094037,1.0,39.8273,40.83176,3.5205631,40.83191,44.83672
8,8,5,2,2,1,8.500000e-01,1.0,7.0,--,--,44.876453,1.0,45.80412,0.9276675,5.0,47.392735,48.396873,3.5204198,48.39703,49.40315
9,9,7,3,1,3,2.550000e+00,1.0,8.0,--,--,49.409885,2.0,50.786846,1.3769634,3.0,51.927013,52.935863,3.5259788,52.936047,55.93625
10,10,7,3,1,4,1.700000e+00,1.0,9.0,--,--,55.940838,2.0,57.402977,1.4621402,3.0,58.457626,59.461147,3.520311,59.4613,63.469513
11,11,4,2,1,1,8.500000e-01,1.0,10.0,--,--,63.509426,1.0,64.88729,1.3778677,9.0,66.025894,67.029434,3.5200121,67.029594,68.036224
12,12,6,2,3,2,8.500000e-01,1.0,11.0,--,--,68.07638,2.0,69.05348,0.9771043,6.0,70.59244,71.59665,3.5202694,71.59681,73.60294
13,13,6,2,3,2,1.700000e+00,1.0,12.0,--,--,73.646614,1.0,74.58773,0.9411123,3.0,76.161606,77.16496,3.5183475,77.16526,79.16953
14,14,6,2,3,4,8.500000e-01,1.0,13.0,--,--,79.22114,2.0,79.78654,0.5653968,8.0,81.73784,82.74206,3.5209186,82.7422,86.75267
15,15,9,3,3,4,2.550000e+00,1.0,14.0,--,--,86.75918,1.0,87.33665,0.5774693,1.0,89.27549,90.278694,3.519516,90.278854,94.28603
16,16,1,1,1,3,8.500000e-01,1.0,15.0,--,--,94.29391,1.0,95.08665,0.7927445,7.0,96.810455,97.81667,3.5227695,97.816826,100.81928
17,17,7,3,1,3,2.550000e+00,1.0,16.0,--,--,100.826256,2.0,101.46963,0.643372,3.0,103.34267,104.34656,3.5203016,104.346756,107.35242
18,18,9,3,3,3,8.500000e-01,1.0,17.0,--,--,107.35711,2.0,108.703064,1.3459553,7.0,109.87404,110.87962,3.5225117,110.879776,113.8856
19,19,6,2,3,2,1.700000e+00,1.0,18.0,--,--,113.9408,1.0,114.5196,0.5788003,4.0,116.45741,117.46224,3.5214431,117.462395,119.46898
20,20,5,2,2,3,2.550000e+00,1.0,19.0,--,--,119.5089,2.0,120.003075,0.4941697,5.0,122.024796,123.02901,3.520104,123.02915,126.035355
21,21,1,1,1,2,8.500000e-01,1.0,20.0,--,--,126.04453,2.0,126.73658,0.6920451,4.0,128.56015,129.56847,3.5239377,129.56868,131.56871
22,22,7,3,1,2,8.500000e-01,1.0,21.0,--,--,131.5745,1.0,132.00262,0.4281383,7.0,134.09047,135.09387,3.5193787,135.09402,137.10204
23,23,9,3,3,1,2.550000e+00,1.0,22.0,--,--,137.10678,2.0,137.8193,0.7125252,8.0,139.62311,140.62738,3.5205941,140.62753,141.63531
24,24,7,3,1,4,2.550000e+00,1.0,23.0,--,--,141.63846,2.0,142.36945,0.7309975,4.0,144.15575,145.16098,3.52252,145.16112,149.16806
25,25,1,1,1,1,8.500000e-01,1.0,24.0,--,--,149.17334,1.0,150.46916,1.2958149,8.0,151.69032,152.69371,3.5203674,152.69383,153.70195
26,26,3,1,3,2,1.700000e+00,1.0,25.0,--,--,153.70746,1.0,154.6856,0.9781398,2.0,156.22403,157.22984,3.5223787,157.22998,159.23488
27,27,1,1,1,3,8.500000e-01,1.0,26.0,--,--,159.23834,2.0,159.85309,0.6147471,1.0,161.7542,162.75842,3.5200775,162.75858,165.76842
28,28,8,3,2,4,1.700000e+00,1.0,27.0,--,--,165.77711,2.0,166.33536,0.5582456,5.0,168.2935,169.29895,3.5218363,169.2991,173.3015
29,29,6,2,3,3,1.700000e+00,1.0,28.0,--,--,173.35283,2.0,173.93542,0.5826038,7.0,175.87007,176.87468,3.5218582,176.87483,179.88487
30,30,2,1,2,1,8.500000e-01,1.0,29.0,--,--,179.89183,2.0,180.48523,0.5933926,5.0,182.40831,183.41307,3.5212424,183.41325,184.41817
31,31,1,1,1,4,2.550000e+00,1.0,30.0,--,--,184.4224,2.0,185.31898,0.896588,3.0,186.9386,187.9431,3.5207062,187.94322,191.95126
32,32,8,3,2,4,1.700000e+00,1.0,31.0,--,--,191.9587,2.0,193.31813,1.3594304,5.0,194.47557,195.47925,3.520552,195.4794,199.48459
33,33,7,3,1,3,8.500000e-01,1.0,32.0,--,--,199.48923,2.0,200.21828,0.7290501,1.0,202.00623,203.01044,3.5212033,203.01054,206.01768
34,34,3,1,3,4,8.500000e-01,1.0,33.0,--,--,206.0263,2.0,206.60165,0.5753537,9.0,208.54295,209.548,3.5216954,209.54817,213.55118
35,35,6,2,3,2,1.700000e+00,1.0,34.0,--,--,213.60956,1.0,214.25157,0.642012,4.0,216.12556,217.12904,3.519492,217.12921,219.13431
36,36,1,1,1,2,8.500000e-01,1.0,35.0,--,--,219.14383,2.0,219.55193,0.4080992,1.0,221.65955,222.66399,3.5201654,222.66414,224.6677
37,37,7,3,1,3,1.700000e+00,1.0,36.0,--,--,224.67525,2.0,225.10146,0.4262024,1.0,227.19138,228.19475,3.5194979,228.1949,231.20087
38,38,3,1,3,1,1.700000e+00,1.0,37.0,--,--,231.21223,1.0,231.71803,0.5058018,4.0,233.72894,234.73393,3.521699,234.73409,235.75061
39,39,9,3,3,3,2.550000e+00,1.0,38.0,--,--,235.75717,1.0,236.38492,0.627746,2.0,238.27412,239.2779,3.5207195,239.2782,242.28412
40,40,1,1,1,3,1.700000e+00,1.0,39.0,--,--,242.29126,2.0,242.88469,0.5934353,2.0,244.80814,245.81244,3.5211775,245.81259,248.81705
41,41,9,3,3,4,2.550000e+00,1.0,40.0,--,--,248.82202,1.0,249.31761,0.4955928,3.0,251.33875,252.34279,3.5207803,252.34294,256.35052
42,42,6,2,3,2,8.500000e-01,1.0,41.0,--,--,256.4039,1.0,256.8171,0.4132212,1.0,258.92105,259.924,3.520114,259.92416,261.9336
43,43,6,2,3,3,1.700000e+00,1.0,42.0,--,--,261.97876,1.0,262.6006,0.6218377,3.0,264.49585,265.4993,3.520541,265.49945,268.50043
44,44,9,3,3,2,1.700000e+00,1.0,43.0,--,--,268.50723,2.0,269.08426,0.5770545,7.0,271.02304,272.02628,3.5190423,272.0264,274.03333
45,45,4,2,1,3,8.500000e-01,1.0,44.0,--,--,274.0728,1.0,274.6672,0.5943956,6.0,276.58932,277.59384,3.5210364,277.594,280.6001
46,46,3,1,3,2,2.550000e+00,1.0,45.0,--,--,280.61322,2.0,281.08405,0.4708304,7.0,283.12997,284.1348,3.521581,284.13495,286.1498
47,47,4,2,1,1,1.700000e+00,1.0,46.0,--,--,286.19003,1.0,286.66687,0.4768496,8.0,288.7071,289.71207,3.5220487,289.71222,290.7166
48,48,6,2,3,4,8.500000e-01,1.0,47.0,--,--,290.75494,1.0,291.51712,0.762196,2.0,293.27197,294.27704,3.5221014,294.2772,298.2831
49,49,4,2,1,3,2.550000e+00,1.0,48.0,--,--,298.32172,2.0,298.8168,0.495069,2.0,300.83795,301.8437,3.5219727,301.84384,304.84946
50,50,4,2,1,4,8.500000e-01,1.0,49.0,--,--,304.89786,1.0,305.4672,0.5693542,9.0,307.414,308.41803,3.520164,308.41818,312.43246
51,51,1,1,1,3,2.550000e+00,1.0,50.0,--,--,312.43594,2.0,313.09952,0.6635695,2.0,314.9531,315.95648,3.5205293,315.95663,318.96613
52,52,7,3,1,2,8.500000e-01,1.0,51.0,--,--,318.97165,1.0,319.83337,0.8617082,6.0,321.48846,322.49182,3.5201557,322.49194,324.49954
53,53,4,2,1,2,1.700000e+00,1.0,52.0,--,--,324.54327,1.0,325.28394,0.7406508,6.0,327.05927,328.06253,3.5192592,328.0627,330.06592
54,54,9,3,3,4,1.700000e+00,1.0,53.0,--,--,330.07053,2.0,330.5169,0.446389,8.0,332.5866,333.5907,3.5201676,333.59085,337.59946
55,55,3,1,3,3,1.700000e+00,1.0,54.0,--,--,337.60754,1.0,338.09982,0.4922717,4.0,340.12396,341.12766,3.5201137,341.1278,344.13266
56,56,3,1,3,3,2.550000e+00,1.0,55.0,--,--,344.13913,1.0,344.85022,0.7111075,3.0,346.6553,347.6595,3.5203683,347.65964,350.6655
57,57,2,1,2,1,1.700000e+00,1.0,56.0,--,--,350.66815,2.0,351.2498,0.5816246,5.0,353.1846,354.19104,3.5228717,354.1912,355.19913
58,58,9,3,3,2,1.700000e+00,1.0,57.0,--,--,355.2066,1.0,355.7829,0.5763108,4.0,357.7229,358.72836,3.5217745,358.72852,360.7324
59,59,5,2,2,4,1.700000e+00,1.0,58.0,--,--,360.78882,1.0,361.34995,0.5611188,5.0,363.30478,364.30972,3.5209098,364.3099,368.31577
60,60,2,1,2,4,2.550000e+00,1.0,59.0,--,--,368.32394,2.0,369.0656,0.7416614,5.0,370.84106,371.84485,3.5209064,371.845,375.84888
61,61,4,2,1,2,2.550000e+00,1.0,60.0,--,--,375.90582,2.0,376.73294,0.8271259,3.0,378.4217,379.42667,3.520863,379.42682,381.43213
62,62,8,3,2,2,2.550000e+00,1.0,61.0,--,--,381.4407,1.0,381.86624,0.4255529,5.0,383.9569,384.96127,3.5205593,384.96143,386.96533
